Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,168.35780334472656,154.7212371826172,185.3817138671875,393.00787353515625,82.58538818359375,170.17999267578125,169.07131105182287,155.2072260039545,185.92817369729963,393.84503042188726,83.2759926322814,170.8800048828125,166.63349053238153,149.63328396324783,183.28218231517408,382.16429787123263,78.178871245499,158.36000061035156,168.0010494911784,150.08951991120836,184.30798671411355,388.0735981687377,78.82350402342217,158.9600067138672,50558300,57109700,9802300,40586500,424641000,126427500
2024-04-26,167.77313232421875,170.54049682617188,185.49676513671875,400.177734375,87.6855239868164,168.2899932861328,169.79472746518425,173.2778823744627,186.8197461895444,406.7567466964452,88.28118855401848,172.1199951171875,167.65420428921547,168.25934724716632,185.08452120379513,399.6262022077081,83.3399763925944,166.3699951171875,168.34790327634968,172.9406579042473,185.57346202257514,405.93930689514616,83.7707330936579,168.85000610351562,44838400,64665300,6413700,29694700,551011000,109815700
2024-04-29,171.93524169921875,164.78802490234375,185.29542541503906,396.1693420410156,87.70751190185547,194.0500030517578,174.44242297655094,168.1601634153097,186.2349366235766,400.1778246357648,87.94237235498613,198.8699951171875,171.53885525962073,163.8557430067843,184.48053384037513,393.1556012841848,85.21791179771557,184.5399932861328,171.80640930182136,167.67417460775002,185.4871603065969,399.1239921991836,87.54560070216142,188.4199981689453,68169400,45610000,5387800,19582100,388971000,243869700
2024-04-30,168.7938232421875,161.44566345214844,183.8190460205078,383.444580078125,86.35327911376953,183.27999877929688,173.4117990890393,166.72206177178046,186.93478547211615,396.0806489273893,88.76891600613489,190.9499969482422,168.46679764398493,161.26714620693434,183.7231712629308,383.28702520862055,86.25133925368692,182.83999633789062,171.76676673002254,164.25246727701446,184.8448357100977,395.42076392930267,87.19080401105087,186.97999572753906,65934800,33562900,8153700,28781400,363709000,127031800
2024-05-01,167.77313232421875,162.5167999267578,183.93409729003906,388.9698181152344,82.99414825439453,179.99000549316406,171.1523820898212,165.7500714576766,186.42669488243652,395.6473257764034,85.9514784070707,185.86000061035156,167.58484346320657,161.7531075684998,182.90829289804591,384.4098035661703,81.20915281271795,179.00999450683594,168.05060587060277,162.95319556004813,184.3271633446403,386.6750231640028,85.02900264492887,182.0,50383100,33493200,7445300,23562500,559863000,92829700
2024-05-02,171.46949768066406,165.254150390625,183.74237060546875,391.825927734375,85.76859283447266,180.00999450683594,171.85597979307556,165.36324928594854,185.50635517485986,393.88433001065073,86.18835408667036,184.60000610351562,169.34879824722077,162.54653343140467,181.69077635818138,388.6841479294673,83.15306466582874,176.02000427246094,170.95418315705703,163.43914975044652,185.09412585167607,391.6486559723034,84.4013606664833,182.86000061035156,94214900,24294500,6501700,17709400,377898000,89148000
2024-05-03,181.72613525390625,165.86911010742188,182.6398468017578,400.5126037597656,88.73892211914062,181.19000244140625,185.31348231884328,166.5832093530068,184.5764027909394,400.9951869074052,89.23064138508623,184.77999877929688,181.01262758822543,161.71345384411,180.67454593960358,395.7851463891385,86.99090805240313,178.4199981689453,184.9666328542693,166.18647914228734,184.06829876150786,396.19881055586524,87.73948614559522,182.10000610351562,163224100,34662400,8922800,17446700,398341000,75491500
2024-05-06,180.0712127685547,166.72206115722656,184.0683135986328,407.2886657714844,92.08802032470703,184.75999450683594,182.53874644704828,166.76172661144676,184.260048499611,407.67275464571117,92.16797702421842,187.55999755859375,178.79283846563771,164.6690220425713,181.97837830963059,400.22703898277103,89.00476158502293,182.1999969482422,180.70544017490002,166.08730795373265,183.80946343667284,402.58092459776026,89.33957168600001,183.8000030517578,78569700,21871300,7911100,16996600,376203000,84390300
2024-05-07,180.75498962402344,169.84622192382812,183.82862854003906,403.1521911621094,90.50293731689453,177.80999755859375,183.23244296383282,170.35203588113026,184.95987461709856,408.4016368256801,91.729242786713,183.25999450683594,179.6847430878599,167.00966543700736,183.7327537819952,402.90597029756594,88.96080814892957,177.39999389648438,181.79552305097843,167.1187643454893,183.78069116101713,408.39177837309586,91.04662927345892,182.39999389648438,77305800,28039700,7688800,20018200,437342000,75045900
2024-05-08,181.09190368652344,167.99154663085938,187.56752014160156,404.3339538574219,90.36101531982422,174.72000122070312,181.41892928578648,168.75522381569002,188.52620925988919,405.9984088555703,91.14257199813075,176.05999755859375,179.81352951475225,167.35679350646177,183.10962159293808,400.56183440244655,89.36957035953105,170.14999389648438,181.20091221961113,167.6146567610361,183.10962159293808,401.999785502548,89.43253836914545,171.58999633789062,45057100,19569100,9227600,11792300,325721000,79969500
